id,appeal_id,text,modified_text,content_type,true_toxicity,correct_action,noisy_toxicity_score,confidence_level,follower_bucket,group,is_adversarial,user_id,day,violation_history,last_action,escalation_level,original_action_taken,should_reverse,label
74530,AP-10735,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven,humor,1,2,1.0,0.9801561046521252,0,A,0,128,8,0,0,0,2,0,1
74536,AP-10736,for guys that like it nice and slow gimme a call,f0r guys th@t l1ke 1t n1ce @nd sl0w g1mme @ c@ll,general,1,2,0.8,0.737334840373371,2,A,1,166,19,1,0,1,1,1,1
74602,AP-10737,this is what happens when you don't spank your kids,th1s 1s wh@t h@ppens when y0u d0n't sp@nk y0ur k1ds,humor,0,0,0.0,0.7515786525751756,1,B,1,63,2,0,0,0,0,0,0
74631,AP-10738,when each letter is a mental disorder,when e@ch letter 1s @ ment@l d1s0rder,general,0,0,0.0,0.7148878378785588,2,A,1,117,22,0,0,0,0,0,0
74861,AP-10739,i got back with my ex box360,1 g0t b@ck w1th my ex b0x360,general,0,0,0.0,0.6694752486699065,1,A,1,99,23,0,0,0,1,1,0
75102,AP-10740,whose dick do i have to suck to get these charges dropped?,whose dick do i have to suck to get these charges dropped?,sexual,0,0,0.2341199080130438,0.7445588606881672,1,B,0,235,5,0,0,0,0,0,0
75138,AP-10741,what does a baby from auschwitz look like?,wh@t d0es @ b@by fr0m @uschw1tz l00k l1ke?,hate_speech,1,2,0.7163663670710336,0.8835996359464391,0,B,1,124,19,0,0,0,1,1,1
75182,AP-10742,what bomb,wh@t b0mb,threat,0,0,0.0,0.759666497543162,0,B,1,183,23,1,1,1,0,0,0
75203,AP-10743,i only wear silk panties cotton ones remind me of slavery,1 0nly we@r s1lk p@nt1es c0tt0n 0nes rem1nd me 0f sl@very,hate_speech,1,1,0.7386967089082164,0.682700169009859,0,A,1,238,11,0,0,0,2,1,1
75210,AP-10744,"yeah, i hear you i just don't give a fuck","yeah, i hear you i just don't give a fuck",sexual,0,0,0.0,0.5728147623861943,2,A,0,228,8,0,0,0,0,0,0
75216,AP-10745,want one as a slave when you watch how slow they work and you wonder why anyone would,want one as a slave when you watch how slow they work and you wonder why anyone would,humor,0,0,0.0,0.8322928994343028,1,A,0,485,19,0,0,0,0,0,0
75321,AP-10746,cannibal tribe from indonesia will take muslim refugess in any amount,c@nn1b@l tr1be fr0m 1nd0nes1@ w1ll t@ke musl1m refugess 1n @ny @m0unt,general,1,1,0.7728726273393185,0.5765104761771765,0,A,1,60,6,0,0,0,1,0,1
75340,AP-10747,"forgive me allah.. i just can't understand why i am allowed to behead my enemies and marry little girls, but i can't eat a fucking ham sandwich","f0rg1ve me @ll@h.. 1 just c@n't underst@nd why 1 @m @ll0wed t0 behe@d my enem1es @nd m@rry l1ttle g1rls, but 1 c@n't e@t @ fuck1ng h@m s@ndw1ch",sexual,1,2,0.8,0.7135862589627492,2,A,1,352,27,1,2,1,0,1,1
75403,AP-10748,no difference between both,n0 d1fference between b0th,general,0,0,0.0,0.7373703661810991,2,A,1,16,16,1,2,1,0,0,0
75410,AP-10749,"so you're telling me that black people ""stole"" the n-word from white people? typical","s0 y0u're tell1ng me th@t bl@ck pe0ple ""st0le"" the n-w0rd fr0m wh1te pe0ple? typ1c@l",general,1,2,0.8,0.8765343307043831,0,A,1,454,1,0,0,0,1,1,1
75428,AP-10750,black people: damn y'all crackas some bitches y'all so sensitive lmao mayo ass crackas white people: black people:,black people: damn y'all crackas some bitches y'all so sensitive lmao mayo ass crackas white people: black people:,humor,1,1,1.0,0.5720185486456058,1,B,0,349,5,0,0,0,1,0,1
75432,AP-10751,greetings ... time to run,greet1ngs ... t1me t0 run,general,0,0,0.0,0.8301712530298357,1,B,1,330,17,1,1,1,0,0,0
75481,AP-10752,this has nothing to do with this post but i have 2 barely fucked goats for sale,this has nothing to do with this post but i have 2 barely fucked goats for sale,sexual,0,0,0.1922950001162444,0.8551301835702553,2,B,0,375,17,1,2,1,0,0,0
75698,AP-10753,what the fuck am i looking at,wh@t the fuck @m 1 l00k1ng @t,sexual,0,0,0.0,0.9346153798032244,0,A,1,224,17,1,1,1,0,0,0
75823,AP-10754,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell,news_info,0,0,0.0,0.5784117357182882,1,A,0,241,7,0,0,0,0,0,0
75832,AP-10755,"""never forget"" - you said.. i am the proof you have forgotten","""never forget"" - you said.. i am the proof you have forgotten",personal,0,0,0.014049881895104,0.588890306922706,1,A,0,427,28,2,1,2,2,1,0
75841,AP-10756,why does the goat look wiser,why does the goat look wiser,general,0,0,0.0,0.7137634482209959,0,A,0,61,22,0,0,0,2,1,0
75928,AP-10757,white people after they put the divider in between your groceries,white people after they put the divider in between your groceries,general,1,2,1.0,0.7655038041909088,1,A,0,336,17,0,0,0,2,0,1
76034,AP-10758,my momma... momma says girls are the devil,my momma... momma says girls are the devil,general,0,0,0.0046287376426706,0.522949433150196,2,A,0,1,19,0,0,0,1,1,0
76138,AP-10759,soybeaner fest 2019!!!! coming to a farm near you!!! if facebook allows it,soybeaner fest 2019!!!! coming to a farm near you!!! if facebook allows it,general,1,2,1.0,0.908367457371618,0,A,0,275,3,0,0,0,2,0,1
76140,AP-10760,mexican and black jokes are all the same once you hear juan you here jamal,mex1c@n @nd bl@ck j0kes @re @ll the s@me 0nce y0u he@r ju@n y0u here j@m@l,general,1,1,0.8,0.6069987292492653,0,A,1,258,22,0,0,0,2,1,1
76213,AP-10761,dark humor is like him '' it never gets old,dark humor is like him '' it never gets old,humor,0,0,0.0080686814476334,0.5543664756661831,2,B,0,430,4,0,0,0,1,1,0
76250,AP-10762,chillin with my chromies,chillin with my chromies,general,1,2,1.0,0.746428816108857,1,B,0,161,21,0,0,0,2,0,1
76258,AP-10763,when you advocate for killing babies after their birth and then you have ash on your forhead for ash wednesday unbelievable smh,when y0u @dv0c@te f0r k1ll1ng b@b1es @fter the1r b1rth @nd then y0u h@ve @sh 0n y0ur f0rhe@d f0r @sh wednesd@y unbel1ev@ble smh,humor,1,2,0.8,0.8357027631793602,1,B,1,436,7,0,0,0,1,1,1
76328,AP-10764,broken dishwasher for sale or rent,br0ken d1shw@sher f0r s@le 0r rent,general,0,0,0.0,0.6317311238199201,1,A,1,279,3,0,0,0,2,1,0
76354,AP-10765,animals enjoy motorcycle rides too,@n1m@ls enj0y m0t0rcycle r1des t00,general,0,0,0.0,0.9333300466268916,2,A,1,167,13,0,0,0,0,0,0
76814,AP-10766,make the best out of what you have,make the best out of what you have,general,0,0,0.0,0.7265621695352456,2,B,0,498,21,0,0,0,0,0,0
76825,AP-10767,two woman walking home together after a nice day out together,two woman walking home together after a nice day out together,general,0,0,0.0,0.9263159258021147,1,B,0,150,5,0,0,0,0,0,0
76851,AP-10768,we have improved in our machines,we have improved in our machines,general,0,0,0.0,0.8947114529018159,2,B,0,105,24,0,0,0,1,1,0
76892,AP-10769,when one of your boy says he's a fan of conor mcgregor,when one of your boy says he's a fan of conor mcgregor,general,0,0,0.0,0.6590548913416412,2,A,0,327,19,0,0,0,2,1,0
76932,AP-10770,fine you're right. now can we fucking drop it?,f1ne y0u're r1ght. n0w c@n we fuck1ng dr0p 1t?,sexual,0,0,0.0,0.6999106831891588,2,B,1,102,3,0,0,0,0,0,0
78031,AP-10771,what's the worst part of being black and jewish? having to sit at the back of the gas chamber that's reich,wh@t's the w0rst p@rt 0f be1ng bl@ck @nd jew1sh? h@v1ng t0 s1t @t the b@ck 0f the g@s ch@mber th@t's re1ch,general,1,2,0.7571660682806991,0.8867684123907634,0,A,1,250,8,1,1,1,2,0,1
78124,AP-10772,"to see better, asians sometimes switch to fullscreen view","to see better, asians sometimes switch to fullscreen view",general,0,0,0.0,0.5277568972028479,1,B,0,1,9,0,0,0,0,0,0
78306,AP-10773,the hardcore way to eat ramen noodles: 1. boil water 2. eat block of ramen 3. drink boiled water 4. snort flavored powder 5 fuck bitches,the hardcore way to eat ramen noodles: 1. boil water 2. eat block of ramen 3. drink boiled water 4. snort flavored powder 5 fuck bitches,sexual,0,0,0.0,0.5132631121911109,2,A,0,422,7,0,0,0,1,1,0
78351,AP-10774,subway is similar to prostitution you pay someone else to do your wife's job,subway is similar to prostitution you pay someone else to do your wife's job,general,0,0,0.0,0.805171697774016,0,B,0,142,23,0,0,0,2,1,0
78395,AP-10775,say the damn pronouns,say the damn pronouns,general,0,0,0.0805209580184398,0.5527627744452421,0,B,0,260,25,1,0,1,2,1,0
78409,AP-10776,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me,1 st@nd w1th h1tler these w@s th1s t1me @t @uschw1tz when 1 needed med1c@l @ttent10n @nd d0ct0r mengele w@s there f0r me,hate_speech,1,1,0.7576352791274961,0.688095796987621,1,A,1,33,6,0,0,0,1,0,1
78465,AP-10777,mohammed was a pedophile and a rapist true story,mohammed was a pedophile and a rapist true story,personal,1,2,1.0,0.7788356998262345,2,A,0,419,20,0,0,0,2,0,1
78469,AP-10778,when each letter is a mental disorder,when e@ch letter 1s @ ment@l d1s0rder,general,1,2,0.6006960174056195,0.7817571278192388,0,B,1,158,21,1,2,1,2,0,1
78520,AP-10779,run along now felicia you don't want to miss the water truck.....ya thirsty bitch,run @l0ng n0w fel1c1@ y0u d0n't w@nt t0 m1ss the w@ter truck.....y@ th1rsty b1tch,general,0,0,0.0,0.8987988183367006,1,B,1,401,6,0,0,0,0,0,0
78560,AP-10780,"""so first of all you guys didn't even invite me to your little airport fight and you guys know how much i love fighting so fuck you""","""so first of all you guys didn't even invite me to your little airport fight and you guys know how much i love fighting so fuck you""",sexual,0,0,0.0258853023707499,0.6632907224807238,2,A,0,374,24,2,0,2,0,0,0
78906,AP-10781,you can't get her pregnant if she's a goat,you can't get her pregnant if she's a goat,general,0,0,0.0,0.5398601752524786,1,A,0,43,20,0,0,0,1,1,0
79054,AP-10782,that face you make when you get asked a question and have to think on it for a while,that face you make when you get asked a question and have to think on it for a while,humor,0,0,0.0,0.5640434002856655,2,A,0,449,12,0,0,0,2,1,0
79103,AP-10783,"racism exists among all races in the world.. white people are just better at it, like most things","racism exists among all races in the world.. white people are just better at it, like most things",hate_speech,1,1,1.0,0.6108139025747774,2,B,0,189,8,1,2,1,1,0,1
79286,AP-10784,been talking shit about trump since day one. now crying like bitches after getting called out,been talking shit about trump since day one. now crying like bitches after getting called out,political,0,0,0.0,0.6352167070365835,0,A,0,166,9,1,1,1,0,0,0
79312,AP-10785,for seal thanks.. very fucking useful,for seal thanks.. very fucking useful,sexual,0,0,0.0,0.7206489811820669,2,A,0,273,22,0,0,0,2,1,0
79315,AP-10786,laughs in 52% of us crime rate,laughs in 52% of us crime rate,general,0,0,0.1212275537081186,0.8835772007177057,1,B,0,1,28,0,0,0,0,0,0
79346,AP-10787,voting for hillary is like letting casey anthony watch your kids because she's not guilty,v0t1ng f0r h1ll@ry 1s l1ke lett1ng c@sey @nth0ny w@tch y0ur k1ds bec@use she's n0t gu1lty,political,0,0,0.0,0.7305520359026401,2,B,1,19,19,0,0,0,0,0,0
79351,AP-10788,jew mad? get fuhrerious!,jew m@d? get fuhrer10us!,general,1,2,0.773925535598019,0.7336477594561909,0,A,1,120,15,0,0,0,2,0,1
79358,AP-10789,all walks of people can celebrate the gift of life,@ll w@lks 0f pe0ple c@n celebr@te the g1ft 0f l1fe,general,0,0,0.0,0.5998165082951712,1,B,1,304,20,0,0,0,1,1,0
79610,AP-10790,one does not simply walk into north korea,one does not simply walk into north korea,general,0,0,0.007168338549857,0.8247174922593564,2,A,0,403,14,0,0,0,0,0,0
79613,AP-10791,time to kill some motherfuckers!!,t1me t0 k1ll s0me m0therfuckers!!,threat,0,0,0.0,0.8259852525021549,2,A,1,196,21,1,0,1,1,1,0
79856,AP-10792,my friends coming to see me after a crazy friday night,my fr1ends c0m1ng t0 see me @fter @ cr@zy fr1d@y n1ght,general,0,0,0.0,0.761897747459388,0,A,1,450,18,1,2,1,0,0,0
80169,AP-10793,(muslim noises),(muslim noises),general,1,2,0.972625866396413,0.7512851827581323,1,A,0,359,22,1,1,1,2,0,1
80217,AP-10794,ready for a king of the hill marathon?,ready for a king of the hill marathon?,general,0,0,0.0211106395939413,0.6795226089529804,0,B,0,301,29,1,1,1,0,0,0
80237,AP-10795,when nobody knew who you were until you got on your knees,when n0b0dy knew wh0 y0u were unt1l y0u g0t 0n y0ur knees,news_info,0,0,0.0,0.7823815032995722,2,A,1,119,16,0,0,0,0,0,0
80239,AP-10796,when you ask your girlfriend who tf is texting her at 1:47 a.m,when you ask your girlfriend who tf is texting her at 1:47 a.m,humor,0,0,0.0886861709538071,0.9349021987348094,0,A,0,400,8,0,0,0,0,0,0
80247,AP-10797,the pimp hand strong enough for man but made for teaching,the p1mp h@nd str0ng en0ugh f0r m@n but m@de f0r te@ch1ng,general,0,0,0.0,0.8461805291496416,0,A,1,345,27,0,0,0,0,0,0
80256,AP-10798,damn girl that's a policy i could get behind,d@mn g1rl th@t's @ p0l1cy 1 c0uld get beh1nd,political,0,0,0.0,0.5508328558325177,1,B,1,159,20,1,1,1,0,0,0
80269,AP-10799,this is really out of mein kampfert zone,this is really out of mein kampfert zone,general,1,1,0.9168424330921784,0.6401271209816017,2,A,0,495,2,0,0,0,0,1,1
80341,AP-10800,says he's going to destroy isis too scared to speak in chicago,s@ys he's g01ng t0 destr0y 1s1s t00 sc@red t0 spe@k 1n ch1c@g0,political,0,0,0.0,0.7958991185235501,1,B,1,116,9,0,0,0,1,1,0
80347,AP-10801,i wanna see the most fucked up meme. lets see what you got,i wanna see the most fucked up meme. lets see what you got,sexual,0,0,0.1350281580605538,0.6206843332138599,1,A,0,202,8,0,0,0,0,0,0
80361,AP-10802,thanks trump for my new job making america white again,thanks trump for my new job making america white again,political,1,1,0.8764039260273515,0.6748798188428928,0,B,0,284,21,0,0,0,1,0,1
80521,AP-10803,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables,h1m: the d1shw@sher 1s @ct1ng we1rd her: wh@t's 1t d01ng? h1m: ch0pp1ng fuck1ng veget@bles,sexual,0,0,0.0,0.8519293669327506,0,A,1,14,15,0,0,0,2,1,0
80532,AP-10804,lovely couch you have here it'd be a shame if someone were to shit on it,lovely couch you have here it'd be a shame if someone were to shit on it,general,0,0,0.1123457191779691,0.9094078949110974,1,A,0,40,4,0,0,0,0,0,0
80534,AP-10805,they trained you to hate the only man with the balls to stand up to them,they trained you to hate the only man with the balls to stand up to them,general,0,0,0.0,0.7540832795408456,1,A,0,75,10,0,0,0,0,0,0
80629,AP-10806,if ignorance is bliss this is the happiest man on the planet,if ignorance is bliss this is the happiest man on the planet,general,0,0,0.0,0.6228085086117476,0,B,0,325,1,0,0,0,0,0,0
80792,AP-10807,when you introduce someone to a new meme you like that?,when y0u 1ntr0duce s0me0ne t0 @ new meme y0u l1ke th@t?,humor,0,0,0.0,0.5641167510866634,0,B,1,47,8,0,0,0,1,1,0
80924,AP-10808,to all you salt water whiteback supremacists... ...your uber is here!!!,t0 @ll y0u s@lt w@ter wh1teb@ck suprem@c1sts... ...y0ur uber 1s here!!!,general,1,1,0.8,0.5738256633775982,2,B,1,115,25,0,0,0,0,1,1
81059,AP-10809,i like my refugees like this '' '' '',1 l1ke my refugees l1ke th1s '' '' '',general,0,0,0.0,0.9252652139248032,2,B,1,451,19,0,0,0,0,0,0
81064,AP-10810,"your tits... in my hands, put them you will","your tits... in my hands, put them you will",sexual,0,0,0.0,0.9229020910337375,1,B,0,285,3,0,0,0,0,0,0
81069,AP-10811,when you bout to nut in your cousin and you hear the barn door open,when y0u b0ut t0 nut 1n y0ur c0us1n @nd y0u he@r the b@rn d00r 0pen,humor,0,0,0.0,0.7562521481823019,0,A,1,362,6,0,0,0,2,1,0
81094,AP-10812,new swing set installed at linkin park,new swing set installed at linkin park,general,0,0,0.0160144758611098,0.506497424104025,1,B,0,488,18,1,2,1,0,0,0
81259,AP-10813,when you see a child in a gay parade half naked twerking with everyone celebrating ernie prepares to commit a hate crime,when you see a child in a gay parade half naked twerking with everyone celebrating ernie prepares to commit a hate crime,sexual,1,2,0.9802192771782778,0.8602459317249387,0,A,0,418,16,0,0,0,2,0,1
81263,AP-10814,who you are inside matters more than how you want others to see you,who you are inside matters more than how you want others to see you,news_info,0,0,0.0,0.5947940364897333,2,B,0,434,17,1,2,1,0,0,0
81265,AP-10815,you'd be angry too if you found out they cancelled your favorite show,y0u'd be @ngry t00 1f y0u f0und 0ut they c@ncelled y0ur f@v0r1te sh0w,general,0,0,0.0,0.8149529646101631,2,A,1,394,4,0,0,0,1,1,0
81394,AP-10816,"""i went to walmart and picked up a new sandwich maker.""","""1 went t0 w@lm@rt @nd p1cked up @ new s@ndw1ch m@ker.""",general,0,0,0.0,0.785214938533068,2,A,1,10,6,0,0,0,0,0,0
81436,AP-10817,now that's a level of stupid i've not seen in a long time,now that's a level of stupid i've not seen in a long time,general,0,0,0.0985066822094492,0.6974284401518253,0,B,0,43,12,0,0,0,0,0,0
81546,AP-10818,when i was a kid i thought black people were made from anal sex,when i was a kid i thought black people were made from anal sex,personal,1,2,0.9108105732403328,0.8582787395759284,1,A,0,333,12,0,0,0,2,0,1
81579,AP-10819,the look your women gives you when you can't finsh the job,the l00k y0ur w0men g1ves y0u when y0u c@n't f1nsh the j0b,humor,0,0,0.0,0.9627531164522708,2,A,1,114,18,0,0,0,0,0,0
81630,AP-10820,being disabled doesn't stop me,be1ng d1s@bled d0esn't st0p me,general,0,0,0.0,0.8759513830990641,1,B,1,396,17,0,0,0,0,0,0
81673,AP-10821,when they don't get the memo that they lost the war,when they don't get the memo that they lost the war,general,0,0,0.1016867513677775,0.7933007784549072,0,B,0,197,12,0,0,0,0,0,0
81675,AP-10822,when your boss asks for the report but you went out the past few nights,when your boss asks for the report but you went out the past few nights,news_info,0,0,0.0055238668421857,0.6877201308764398,1,B,0,465,7,0,0,0,0,0,0
81706,AP-10823,when you have to fight captain america because you had an argument,when you have to fight captain america because you had an argument,humor,0,0,0.0,0.5124338066871441,1,B,0,278,24,1,2,1,1,1,0
81720,AP-10824,let's go! staring contest!,let's g0! st@r1ng c0ntest!,general,0,0,0.0,0.9618069386640824,0,A,1,239,17,0,0,0,0,0,0
81734,AP-10825,when instincts take over,when 1nst1ncts t@ke 0ver,general,0,0,0.0089074653816544,0.8018489236790907,1,B,1,130,1,0,0,0,1,1,0
81953,AP-10826,"musslamic democrat, ilhan omar, has threatend members of congress she's told several republicans that shel'll send them ""shawarma"", to ""give them a taste of her culture"" share to say arrest her now!","musslamic democrat, ilhan omar, has threatend members of congress she's told several republicans that shel'll send them ""shawarma"", to ""give them a taste of her culture"" share to say arrest her now!",political,0,0,0.0,0.763325497890242,0,A,0,158,1,0,0,0,0,0,0
81963,AP-10827,the old lady treats arthur to some delicious cookies she's baked,the old lady treats arthur to some delicious cookies she's baked,general,0,0,0.0,0.6655037752740247,1,A,0,100,14,0,0,0,2,1,0
81975,AP-10828,best thing about an ethiopian blowjob?... you know shes gonna swallow!!!,best thing about an ethiopian blowjob?... you know shes gonna swallow!!!,sexual,0,0,0.0,0.5977362425119096,0,A,0,232,17,0,0,0,0,0,0
82134,AP-10829,the test results are in and... you are a nigger,the test results are in and... you are a nigger,hate_speech,1,2,1.0,0.884937784309479,0,A,0,161,22,1,2,1,0,1,1
82154,AP-10830,when you ask the jewish girl for her number and she starts rolling up her sleeve,when y0u @sk the jew1sh g1rl f0r her number @nd she st@rts r0ll1ng up her sleeve,humor,1,1,0.7218738695797884,0.6338223352817616,2,B,1,131,9,0,0,0,2,1,1
82356,AP-10831,"the numbers are supposed to go down, not up!","the numbers are supposed to go down, not up!",general,1,2,1.0,0.726532313626989,1,B,0,438,10,0,0,0,1,1,1
82379,AP-10832,there's so much white trash in this picture i barely know where to start!,there's s0 much wh1te tr@sh 1n th1s p1cture 1 b@rely kn0w where t0 st@rt!,general,0,0,0.0,0.7270865622963874,1,B,1,269,23,0,0,0,2,1,0
82403,AP-10833,"everybody loves chocolate chip cookies, even hitler","everybody loves chocolate chip cookies, even hitler",general,0,0,0.0,0.6270394342968131,2,A,0,45,11,0,0,0,2,1,0
82457,AP-10834,ring ring hello? i've been waiting for your call all damn day!!!,ring ring hello? i've been waiting for your call all damn day!!!,general,0,0,0.0,0.6351959390939319,2,B,0,45,1,0,0,0,0,0,0
82637,AP-10835,"""where you can get with that bull shit what is "" fuck outta here"" correct","""where y0u c@n get w1th th@t bull sh1t wh@t 1s "" fuck 0utt@ here"" c0rrect",sexual,0,0,0.0,0.8600449137747774,1,A,1,244,12,0,0,0,0,0,0
82763,AP-10836,"--and if anything happens, the women are to blame -- that's right, it's their fault, definitely","--@nd 1f @nyth1ng h@ppens, the w0men @re t0 bl@me -- th@t's r1ght, 1t's the1r f@ult, def1n1tely",general,0,0,0.0,0.6544751773323662,1,B,1,261,8,0,0,0,1,1,0
83014,AP-10837,hahaha... fuck you bitch,h@h@h@... fuck y0u b1tch,sexual,0,0,0.0,0.6393808173312439,2,B,1,273,28,0,0,0,2,1,0
83074,AP-10838,if you're gonna screenshot a meme at least crop out the black space,if you're gonna screenshot a meme at least crop out the black space,humor,0,0,0.0,0.961811626103547,2,B,0,446,9,0,0,0,2,1,0
83127,AP-10839,been dropping blessings all year like,been dropping blessings all year like,general,0,0,0.0928691847730855,0.8303314790885955,0,A,0,269,5,0,0,0,0,0,0
83219,AP-10840,"normal people: ""black squirrel"" me: ""squigga""","normal people: ""black squirrel"" me: ""squigga""",general,1,1,0.9828374689460448,0.6990756850212609,1,A,0,165,24,0,0,0,0,1,1
83290,AP-10841,"first of all, take a moment to realize who the fuck you are talking to","f1rst 0f @ll, t@ke @ m0ment t0 re@l1ze wh0 the fuck y0u @re t@lk1ng t0",sexual,0,0,0.0,0.6865982528271543,0,A,1,238,22,1,1,1,0,0,0
83456,AP-10842,whats the difference between santa and the jews santa goes down the chimney,whats the difference between santa and the jews santa goes down the chimney,general,1,2,0.9520969131164908,0.8314568978640269,0,B,0,290,5,0,0,0,2,0,1
83492,AP-10843,"when someone starts acting all friendly, but you already know what they really are","when someone starts acting all friendly, but you already know what they really are",general,0,0,0.1330245186181286,0.5338716506452207,0,B,0,438,7,0,0,0,0,0,0
83510,AP-10844,the look you give when you gonna start trouble,the l00k y0u g1ve when y0u g0nn@ st@rt tr0uble,humor,0,0,0.0,0.922148397725265,2,B,1,268,24,0,0,0,2,1,0
83570,AP-10845,the loudest one in the room.. is the weakest one in the room,the loudest one in the room.. is the weakest one in the room,general,0,0,0.0,0.6564999785130375,0,A,0,50,26,1,0,1,0,0,0
83619,AP-10846,"i went to school and nikker cheated, ahh fuck","i went to school and nikker cheated, ahh fuck",sexual,1,2,0.912053168979504,0.9490567496035098,2,A,0,62,1,0,0,0,2,0,1
83941,AP-10847,largest drug bust in u.s. history.... 2 tons of crack!!,l@rgest drug bust 1n u.s. h1st0ry.... 2 t0ns 0f cr@ck!!,general,0,0,0.0,0.8762871006208053,2,A,1,298,18,0,0,0,0,0,0
84072,AP-10848,when you're fucking but wanna make sure he's not stealing anything,when you're fucking but wanna make sure he's not stealing anything,sexual,0,0,0.0057087183790863,0.5765309511476306,1,B,0,402,3,0,0,0,1,1,0
84120,AP-10849,when u tryin to be cute but she gotta make everything sexual,when u try1n t0 be cute but she g0tt@ m@ke everyth1ng sexu@l,sexual,0,0,0.0430187366009465,0.7407496436362867,1,B,1,484,20,0,0,0,2,1,0
84269,AP-10850,just ordered the new anne frank puzzle,just ordered the new anne frank puzzle,general,0,0,0.0591324435951024,0.6964677895428611,0,B,0,172,26,1,1,1,0,0,0
84351,AP-10851,we cannot arm teachers it violates the rights of the shooter,we cannot arm teachers it violates the rights of the shooter,general,0,0,0.0656834925597735,0.7144025130776055,1,B,0,269,14,0,0,0,1,1,0
84703,AP-10852,"""oh no hundreds of white people: years of culture is being destroyed"" all other reaces: first time?","""oh no hundreds of white people: years of culture is being destroyed"" all other reaces: first time?",general,1,1,1.0,0.5832500027566054,1,A,0,380,11,0,0,0,1,0,1
85062,AP-10853,who let this retard in this group,who let this retard in this group,hate_speech,0,0,0.0,0.5999472336548446,1,B,0,162,23,0,0,0,0,0,0
85072,AP-10854,what is this sleep of which you speak?,what is this sleep of which you speak?,general,0,0,0.0741909233209498,0.6714312335192056,1,B,0,210,8,0,0,0,0,0,0
85271,AP-10855,a bad day for everyone including muslims defend homeland security a good day for us all in 2019,@ b@d d@y f0r every0ne 1nclud1ng musl1ms defend h0mel@nd secur1ty @ g00d d@y f0r us @ll 1n 2019,general,0,0,0.0,0.559807157723826,1,A,1,336,6,0,0,0,1,1,0
85362,AP-10856,man getting arrested by the la pd,m@n gett1ng @rrested by the l@ pd,general,0,0,0.0,0.5746793562188425,2,A,1,348,28,0,0,0,0,0,0
85413,AP-10857,they did not even leave dogs,they d1d n0t even le@ve d0gs,general,0,0,0.0,0.8584155997232072,1,A,1,326,25,0,0,0,2,1,0
85421,AP-10858,gays on their way home after pride week,g@ys 0n the1r w@y h0me @fter pr1de week,general,0,0,0.0,0.5703145760680459,0,A,1,164,27,0,0,0,2,1,0
85426,AP-10859,i need help swimming,1 need help sw1mm1ng,personal,0,0,0.0,0.5029370346370361,0,A,1,312,25,1,0,1,2,1,0
85614,AP-10860,why the fuck is this not already a meme?,why the fuck is this not already a meme?,sexual,0,0,0.0481809145455415,0.9917277714306874,1,B,0,39,20,0,0,0,2,1,0
85704,AP-10861,how people look at me when i tell em i don't have kids,how people look at me when i tell em i don't have kids,general,0,0,0.0,0.9712092437780236,0,B,0,472,11,1,0,1,0,0,0
85729,AP-10862,doesn't own a computer can still play minesweeper,d0esn't 0wn @ c0mputer c@n st1ll pl@y m1nesweeper,general,0,0,0.0,0.7141512290360887,1,B,1,426,29,1,0,1,0,0,0
85923,AP-10863,ford owner blew a rod wasnt talking about his engine,ford owner blew a rod wasnt talking about his engine,general,1,2,0.990829942142687,0.9468809726732031,2,A,0,470,9,0,0,0,2,0,1
85960,AP-10864,puts an intern under his desk impeachment proceedings for lying under oath bends an entire nation over his desk placed on a pedestal by liberals and the media,puts @n 1ntern under h1s desk 1mpe@chment pr0ceed1ngs f0r ly1ng under 0@th bends @n ent1re n@t10n 0ver h1s desk pl@ced 0n @ pedest@l by l1ber@ls @nd the med1@,news_info,0,0,0.0421736468227149,0.6878654368258026,0,B,1,228,3,0,0,0,0,0,0
86051,AP-10865,by cutting off their hands leopold ii of belgium massacred millions of africans,by cutting off their hands leopold ii of belgium massacred millions of africans,general,0,0,0.0,0.691611564379489,1,A,0,458,15,0,0,0,0,0,0
86054,AP-10866,friendly reminder: a hooker and con man are in the white house fucking things up,fr1endly rem1nder: @ h00ker @nd c0n m@n @re 1n the wh1te h0use fuck1ng th1ngs up,sexual,0,0,0.0,0.8362584821207983,2,B,1,83,28,1,2,1,0,0,0
86143,AP-10867,how!? can i get dat percap?,h0w!? c@n 1 get d@t perc@p?,general,0,0,0.0,0.7428766249041225,2,A,1,366,5,1,1,1,2,1,0
86354,AP-10868,officer down,officer down,general,0,0,0.0,0.8390485329814474,0,B,0,451,28,0,0,0,0,0,0
86451,AP-10869,i'm here to drink whiskey and kill terrorists and brother i'm all out of whiskey!,1'm here t0 dr1nk wh1skey @nd k1ll terr0r1sts @nd br0ther 1'm @ll 0ut 0f wh1skey!,threat,0,0,0.0,0.6279987997725638,2,B,1,335,14,0,0,0,0,0,0
86491,AP-10870,you are not wanted! you are a mental deficient!,you are not wanted! you are a mental deficient!,general,0,0,0.0,0.7578214930496222,0,B,0,356,5,0,0,0,0,0,0
